id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,xaxis,yaxis,n,own,coli
143842,Beautiful Apt in Heart of Boston,697401,Nick,,Brighton,42.34466194,-71.15876764,Private room,180,1,20,7/28/12,0.23,3,0,49,1,3,0,1
160572,Single Family Home,766862,Nicole,,South Boston,42.33324331,-71.04199974,Entire home/apt,495,4,8,9/7/18,0.1,1,25,50,1,1,0,1
163941,$125* SPECIAL* 2 bed ApT! Location!,8229,Terry,,Roxbury,42.32964654,-71.09502742,Entire home/apt,225,3,196,9/13/18,2.28,6,237,51,1,6,0,1
169430,Stylish + Comfortable Urban Victorian,807320,Kate,,Roxbury,42.32158165,-71.09047218,Entire home/apt,200,2,130,8/23/18,1.51,1,4,52,1,1,0,1
169938,Gorgeous Boston Loft Style Condo!,809859,Lisa,,Jamaica Plain,42.31379196,-71.10338741,Entire home/apt,174,3,0,,,1,120,53,1,1,0,1
170715,Classic Back Bay Marlborough |1BR 1BA #3,814298,Brent,,Back Bay,42.35178287,-71.08456949,Entire home/apt,200,2,39,8/29/18,0.47,44,44,54,1,44,1,1
177129,Comfort in Historic Melville Park 1,847253,Susan,,Dorchester,42.29342799,-71.06773096,Private room,59,2,165,9/9/18,1.92,3,294,55,1,3,0,1
179244,Room in Beautiful Townhouse /G,119019,Hermina,,Dorchester,42.29780455,-71.05892761,Private room,75,1,92,8/18/18,1.08,10,253,56,1,10,0,1
179245,Room in Beautiful Townhouse /F,119019,Hermina,,Dorchester,42.29915433,-71.05878564,Private room,65,1,43,8/29/18,0.51,10,253,57,1,10,0,1
182049,Herbivorian House SkyRama ,434539,Brahma,,East Boston,42.37979972,-71.03325136,Entire home/apt,300,5,37,10/31/17,0.43,2,217,58,1,2,0,1
182613,Entire 2 BR! Clean condo 3 beds Charlestown Boston,875739,Max,,Charlestown,42.37738703,-71.0604352,Entire home/apt,169,6,99,9/1/18,1.14,1,62,59,1,1,0,1
190170,In-Law Suite w/Room to Spare :-),841314,Fanny & Candice,,Dorchester,42.31039471,-71.06907433,Entire home/apt,55,7,57,8/4/18,0.66,1,294,60,1,1,0,1
196806,"Comfy couch, Centrally located",958639,Larry,,Fenway,42.34452373,-71.0868372,Shared room,79,3,66,8/18/18,0.77,1,310,61,1,1,0,1
197727,Wonderful  Boston neighborhood Jamaica Plain,964356,Jill,,Jamaica Plain,42.31319703,-71.11832362,Private room,85,2,35,8/25/18,0.41,1,128,62,1,1,0,1
197972,Perfect Location--Super Studio!,965697,Chris & Kristina,,Jamaica Plain,42.31732135,-71.10833825,Entire home/apt,90,2,341,9/4/18,4.05,2,330,63,1,2,0,1
200265,Comfort in Historic Melville Park 2,847253,Susan,,Dorchester,42.29362568,-71.06652076,Private room,69,2,168,9/12/18,1.98,3,336,64,1,3,0,1
205894,Beautiful Victorian House/Room D,119019,Hermina,,Dorchester,42.29849091,-71.05880244,Private room,55,1,190,8/30/18,2.22,10,354,65,1,10,0,1
210097,Treetop Haven in the City,1035747,Maria Elena,,Jamaica Plain,42.3186354,-71.10640628,Entire home/apt,100,3,155,9/5/18,1.82,1,239,66,1,1,0,1
211921,Boston Loft: 7 Skylights!,1092168,Meg,,Roslindale,42.28142878,-71.1257642,Entire home/apt,300,45,68,6/15/15,0.81,1,317,67,1,1,0,1
217498,"Private bedroom, bath and lounge.",1123263,Deepti & Michael,,Brighton,42.35257298,-71.1505652,Private room,99,3,160,8/16/18,1.91,1,318,68,1,1,0,1
220676,Private room off the Freedom Trail.,1144302,Howard,,North End,42.36539015,-71.05438197,Private room,95,2,194,9/11/18,2.29,1,53,69,1,1,0,1
225224,4th floor office room,85770,Robert,,South End,42.34642847,-71.0750299,Private room,99,1,284,8/28/18,3.37,4,69,70,1,4,0,1
225834,Skyline View to Boston,1176995,Duane,,Roslindale,42.28052813,-71.13084254,Private room,65,1,53,6/25/18,0.63,2,294,71,1,2,0,1
225979,Cozy Room & Fresh Roasted Coffee,1176995,Duane,,Roslindale,42.28145207,-71.12925004,Private room,55,2,96,8/17/18,1.13,2,294,72,1,2,0,1
228883,[1330-2CD] Deluxe 2 Bedroom in The Fenway,25188,Seamless,,Fenway,42.34362398,-71.09792814,Entire home/apt,569,3,4,8/6/13,0.06,24,89,73,1,24,1,1
232990,Comfort in Historic Melville Park 3,847253,Susan,,Dorchester,42.29480477,-71.06813884,Private room,69,2,64,10/23/17,0.75,3,343,74,1,3,0,1
257588,BOSTON LUXURY FOR LESS!!! NEAR BCEC,1355344,Meri,,South Boston,42.33066372,-71.03984208,Entire home/apt,200,1,247,9/5/18,3.3,1,279,75,1,1,0,1
276450,19th Century Luxury | South End | 1BR 1BA #3,1444340,Will,,Roxbury,42.33814027,-71.08000806,Entire home/apt,167,2,78,8/30/18,1.01,32,6,76,1,32,1,1
295285,"Single Bedroom, Quiet Neighborhood",1271326,Tom,,West Roxbury,42.28719371,-71.16815974,Private room,80,1,25,8/16/18,0.39,1,265,77,1,1,0,1
307571,Beacon Hill Floorthrough Brownstone,26988,Anne,,Beacon Hill,42.35881414,-71.06547231,Entire home/apt,150,30,17,7/30/18,0.67,11,257,78,1,11,1,1
311240,"Upscale Back Bay Studio, River Views",1600541,Marina,,Back Bay,42.35262417,-71.08051384,Entire home/apt,185,2,165,9/7/18,2.06,1,141,79,1,1,0,1
315982,Beautiful Two BR & Two Bathroom Townhouse,119019,Hermina,,Dorchester,42.29928984,-71.05996995,Entire home/apt,196,1,103,8/26/18,1.3,10,253,80,1,10,0,1
318050,So End Rm by Prudential & Back Bay,1632478,Thiago & Niles,,South End,42.33979629,-71.0785343,Private room,99,2,259,8/30/18,3.24,1,95,1,2,1,0,1
322593,Garden Studio in South End Townhouse,1651480,Edward,,South End,42.34348781,-71.07680165,Entire home/apt,197,2,337,9/11/18,5.06,5,5,2,2,5,0,1
332225,"Beautiful house w/ Hot Tub, Parking & Yard!",1693497,Ken,,Jamaica Plain,42.29128816,-71.11396006,Entire home/apt,149,2,46,8/20/17,0.64,1,0,3,2,1,0,1
<<<<<<< HEAD
336946,"Sweet, Solar, Garden Apartment",1713739,Andr’©e,,Jamaica Plain,42.28825811,-71.11306692,Entire home/apt,145,3,176,8/26/18,3.29,1,301,4,2,1,0,1
=======
336946,"Sweet, Solar, Garden Apartment",1713739,Andrí©e,,Jamaica Plain,42.28825811,-71.11306692,Entire home/apt,145,3,176,8/26/18,3.29,1,301,4,2,1,0,1
>>>>>>> 96a614d950019bf296eeb2bb9b1f26d6baa408be
349347,Experience Past|Enjoy Present|South End Studio #2,1444340,Will,,Roxbury,42.3382399,-71.08171734,Entire home/apt,167,2,83,8/24/18,1.08,32,20,5,2,32,1,1
349409,Family Home in Great Area,1770277,Genevieve,,Jamaica Plain,42.32442581,-71.10651505,Entire home/apt,250,5,5,8/24/15,0.07,1,0,6,2,1,0,1
369880,North End Boston Studio Condo,1683708,Carlos And Cheryl,,North End,42.36609014,-71.05255465,Entire home/apt,155,5,33,7/31/18,0.68,2,11,7,2,2,0,1
369940,North End 2 Bedroom Boston Condo-near FreedomTrail,1683708,Carlos And Cheryl,,North End,42.36518961,-71.05536089,Entire home/apt,199,5,28,9/10/18,0.43,2,68,8,2,2,0,1
377474,Beautiful Victorian House,119019,Hermina,,Dorchester,42.29838952,-71.05931165,Entire home/apt,495,1,22,5/27/17,0.3,10,262,9,2,10,0,1
381187,Urban home in best JP location w AC,1912147,Pamela,,Jamaica Plain,42.31417399,-71.1154147,Entire home/apt,375,3,12,10/4/15,0.16,1,0,10,2,1,0,1
395975,"Steps to Beach, Bars and Downtown!",1931881,Mike,,South Boston,42.33648932,-71.02885078,Private room,88,1,24,8/12/18,0.48,1,259,11,2,1,0,1
400067,Private Room in Spacious Apartment1,1997048,ToRena,,Dorchester,42.30088321,-71.08189711,Private room,61,3,21,4/18/17,0.33,5,347,12,2,5,0,1
431434,Boston Brownstone (South Boston),980059,Ben,,South Boston,42.33533124,-71.05167956,Entire home/apt,200,2,7,6/13/14,0.09,1,71,13,2,1,0,1
441014,Beacon Hill Marathon Finish Line walking distance!,2114859,Sophia,,Beacon Hill,42.36014655,-71.06858797,Entire home/apt,195,5,13,8/29/18,0.25,1,29,14,2,1,0,1
442735,Top of the South End Brownstone,1592221,Sarah,,South End,42.3436209,-71.06799258,Entire home/apt,250,2,55,9/3/18,0.72,1,69,15,2,1,0,1
447826,"Sweet Little House in JP, Boston",2053557,Hilary,,Jamaica Plain,42.31713375,-71.10965966,Private room,71,3,266,9/4/18,3.51,1,225,16,2,1,0,1
472070,Penthouse|Beautiful Terrace|Marlborough| 2 BR 1BA,814298,Brent,,Back Bay,42.35147092,-71.08320444,Entire home/apt,150,2,52,9/7/18,1.73,44,133,17,2,44,1,1
475254,Spectacular Boston Townhouse in Heart of Boston,2355815,Francine,,Bay Village,42.34845572,-71.06810029,Entire home/apt,500,5,10,8/5/18,0.41,1,176,18,2,1,0,1
475988,Private 1 bedroom apt near parks and T in JP!,2359572,Kelly,,Jamaica Plain,42.30439628,-71.11442054,Entire home/apt,79,1,12,9/3/18,1.12,1,1,19,2,1,0,1
496022,"Private Floor, Private Bath, City Location",1956464,Maria,,Jamaica Plain,42.30920004,-71.11836466,Private room,200,2,16,6/26/16,0.26,1,0,20,2,1,0,1
497810,"LOCATION, LOCATION, LOCATION, 3BDR DWNTWN",2329611,Jon,,Downtown,42.35439298,-71.06009357,Entire home/apt,299,1,273,8/24/18,5.35,1,14,21,2,1,0,1
511992,RiverView Luxury Apt Top Amenities,723220,Helena,,Downtown,42.35563626,-71.05826822,Entire home/apt,450,30,0,,,1,358,22,2,1,0,1
519272,"Cozy Room + Private Bath, JP Boston",2444900,David,,Jamaica Plain,42.30510763,-71.10643297,Private room,62,3,9,5/31/16,0.17,1,0,23,2,1,0,1
526970,BACK BAY/COPLEY FIRST FLOOR ROOM,85770,Robert,,South End,42.34522988,-71.07282284,Private room,148,2,151,9/1/18,1.99,4,76,24,2,4,0,1
530983,The Grand View | 5BR 2BA | Victorian Home,71783,Lance,,Dorchester,42.31418505,-71.06000715,Entire home/apt,175,2,53,7/16/18,0.75,22,33,25,2,22,1,1
533114,The Sawyer | 2BR 2.5BA | 1st Floor,71783,Lance,,Dorchester,42.31167122,-71.06168215,Entire home/apt,168,2,38,8/26/18,0.52,22,56,26,2,22,1,1
533152,The Penthouse | 2BR 1BA | 4th Floor,71783,Lance,,Dorchester,42.32188941,-71.06182927,Entire home/apt,125,2,46,8/10/18,0.85,22,66,27,2,22,1,1
536865,COZY 2 BEDROOM IN GREATER BOSTON,2618808,Curtis,,Dorchester,42.31086388,-71.06815044,Entire home/apt,115,2,264,9/5/18,3.52,2,304,28,2,2,0,1
543078,[1716-2] Brand New 2BR -Back Bay,25188,Seamless,,Back Bay,42.34526225,-71.0807893,Entire home/apt,379,3,6,5/16/16,0.16,24,353,29,2,24,1,1
554720,Boston Charm - Condo,2727109,Tom,,Jamaica Plain,42.31856881,-71.11415408,Entire home/apt,240,3,163,9/10/18,2.25,1,256,30,2,1,0,1
568234,City's Hippest Location/Two Bedrooms/Parking,2796082,Margaret,,Jamaica Plain,42.30334666,-71.10497372,Private room,110,1,219,8/29/18,2.92,2,330,31,2,2,0,1
570493,"2 Bedrms, 2 Priv Bath&Priv Entrance",914630,Bill,,Dorchester,42.28846783,-71.05477405,Private room,150,3,85,9/3/18,1.38,1,81,32,2,1,0,1
579605,The Mayhew | 2BR 1BA | 3rd Floor,71783,Lance,,Dorchester,42.32280314,-71.06184461,Entire home/apt,125,2,37,8/5/18,0.5,22,37,33,2,22,1,1
583255,"Boston Beauty, Walk to C and B line",306407,Valery,,Brighton,42.34171325,-71.14851196,Entire home/apt,149,3,12,7/5/17,0.17,1,0,34,2,1,0,1
594693,Private room in peaceful space,2139546,Robin,,Jamaica Plain,42.30797481,-71.11622135,Private room,65,2,50,9/6/18,0.67,1,110,35,2,1,0,1
601763,The Alameda 2 | 2BR 1BA | Brookline Area,71783,Lance,,West Roxbury,42.29118077,-71.15316227,Entire home/apt,125,2,21,8/14/18,1.19,22,72,36,2,22,1,1
611081,Houseboat in Boston Harbor,3029783,Deborah,,East Boston,42.38167016,-71.03991829,Entire home/apt,325,2,14,8/11/18,0.58,3,337,37,2,3,0,1
619142, Getaway in Historic Charlestown,501427,Joe,,Charlestown,42.37807869,-71.06343261,Entire home/apt,175,3,145,9/10/18,1.95,1,155,38,2,1,0,1
639101,Quiet Room in Historic South End Brownstone,3189672,Dympna,,South End,42.33838121,-71.07496369,Private room,175,3,11,7/17/18,0.44,2,130,39,2,2,0,1
639111,Relaxing Room at Historic South End Brownstone,3189672,Dympna,,South End,42.33618514,-71.07342146,Private room,199,3,9,4/8/18,0.37,2,136,40,2,2,0,1
646087,1 Bed in Charming Southie Townhouse near BCEC,3236611,Ingrid,,South Boston,42.33477464,-71.04995358,Private room,155,1,4,6/8/18,0.15,1,173,41,2,1,0,1
658029,Trendy Fun Spot|Historic South End |1BR 1BA #1,1444340,Will,,Roxbury,42.33923256,-71.08141307,Entire home/apt,163,2,94,8/29/18,1.29,32,22,42,2,32,1,1
697078,Spacious 1 bed facing State House,26988,Anne,,Beacon Hill,42.35893131,-71.063311,Entire home/apt,175,30,15,8/30/18,0.37,11,300,43,2,11,1,1
708802,Boston / Charlestown Apartment,3648427,Gerard  And Marie,,Charlestown,42.37754964,-71.06280467,Entire home/apt,150,2,303,8/20/18,4.2,1,302,44,2,1,0,1
713627,"Retro Cool Artist's House, Parking",3581975,Rachel,,Jamaica Plain,42.30957368,-71.10629241,Entire home/apt,135,5,1,10/9/14,0.02,1,0,45,2,1,0,1
732932,Guest Bedroom in Beautiful Jamaica Plain Home,3817361,Alishya,,Jamaica Plain,42.3037631,-71.11400263,Private room,95,3,22,10/15/17,0.31,3,349,46,2,3,0,1
732999,Lovely home in Jamaica Plain Boston,3817361,Alishya,,Jamaica Plain,42.3045593,-71.11364252,Entire home/apt,225,3,22,6/24/18,0.31,3,270,47,2,3,0,1
735970,Part of a Large Condo Jamaica Plain,3840038,Sidney,,Jamaica Plain,42.31691221,-71.11302542,Private room,55,300,3,5/22/15,0.04,1,0,48,2,1,0,1
743211,Unique Find: Private home in City!,2796082,Margaret,,Jamaica Plain,42.30581336,-71.11259651,Entire home/apt,550,3,61,8/19/18,0.92,2,326,49,2,2,0,1
743759,Cozy Room & Bathroom: No Kitchen,7969,Carolyn,,Roslindale,42.29423834,-71.13183345,Private room,25,90,4,7/1/16,0.06,2,166,50,2,2,0,1
750438,"A quiet, green oasis in funky JP!",3945438,Lisa,,Jamaica Plain,42.30681153,-71.11052442,Private room,65,2,168,9/12/18,2.61,2,328,51,2,2,0,1
753446,6 miles away from downtown Boston!,3962517,Sami,,Roslindale,42.28587764,-71.12490956,Private room,50,2,122,9/3/18,3.32,1,359,52,2,1,0,1
777903,A suburban feel in the city,4102281,Monroe,,Jamaica Plain,42.30757426,-71.13463037,Private room,85,2,33,9/1/18,0.51,1,339,53,2,1,0,1
796435,Urban Victorian-walk the city! Rm 1,3875741,Mekkin,,Roxbury,42.3251358,-71.08349007,Private room,63,3,16,4/29/15,0.25,6,0,54,2,6,0,1
798957,Spiral Stair Duplex in Quiet South End Townhouse,1651480,Edward,,South End,42.34121342,-71.07571054,Entire home/apt,327,2,321,8/30/18,4.92,5,3,55,2,5,0,1
799701,Large Sunny Apartment in JP,4210157,Marian,,Jamaica Plain,42.32085835,-71.11249877,Entire home/apt,300,4,2,4/21/15,0.03,2,0,56,2,2,0,1
801680,*$125 Special!  BOSTONS BEST!!* Minutes to Center*,8229,Terry,,Roxbury,42.32852348,-71.09539244,Entire home/apt,169,3,36,8/25/18,0.51,6,146,57,2,6,0,1
801722,$99 Special!!  Minutes to Center!  Private Space,8229,Terry,,Roxbury,42.32819244,-71.09404877,Entire home/apt,149,3,24,8/26/18,0.34,6,218,58,2,6,0,1
<<<<<<< HEAD
815639,Š__Sophisticated Saucy Studio | Easy T Access!ŠãÜ,3637081,Jason Or Jose,,North End,42.36758116,-71.05611278,Entire home/apt,125,1,452,8/27/18,7.04,5,306,59,2,5,0,1
=======
815639,ä__Sophisticated Saucy Studio | Easy T Access!ä„‹,3637081,Jason Or Jose,,North End,42.36758116,-71.05611278,Entire home/apt,125,1,452,8/27/18,7.04,5,306,59,2,5,0,1
>>>>>>> 96a614d950019bf296eeb2bb9b1f26d6baa408be
820073,"Modern Loft, 1700 SqFt. Location!",1911807,Chris,,Downtown,42.35628105,-71.0614093,Entire home/apt,275,2,64,9/7/18,0.97,2,297,60,2,2,0,1
824244,Cozy place in The Heart of Boston,4335656,Ione,,South End,42.34675815,-71.07416682,Private room,95,5,0,,,1,0,61,2,1,0,1
826706,Private Room in Spacious Apartment3,1997048,ToRena,,Dorchester,42.29996396,-71.08060444,Private room,79,3,7,9/29/15,0.11,5,197,62,2,5,0,1
839265,Private Room in Spacious Apartment2,1997048,ToRena,,Dorchester,42.2982235,-71.07621396,Private room,49,3,21,8/28/17,0.31,5,352,63,2,5,0,1
849408,"Perfect & Practical Boston Rental (1,000+ sqft)",4434391,Damon,,Roslindale,42.28882028,-71.1395101,Entire home/apt,239,4,46,7/2/18,0.8,3,276,64,2,3,0,1
851927,"Steps to Hynes, Prudential, & Copley Square!",2204348,Nina,,South End,42.34559448,-71.0748806,Entire home/apt,150,28,24,8/19/18,0.71,1,324,65,2,1,0,1
891661,GORGEOUS WATER FRT NORTH END STUDIO,4737456,Paolo,,North End,42.36853097,-71.05362605,Entire home/apt,125,2,311,8/30/18,4.65,1,247,66,2,1,0,1
891953,"Coolest tri level, BEST location by Faneuil Hall",3137257,Local Furnished Rentals,,Downtown,42.36135706,-71.05567311,Entire home/apt,185,4,58,9/12/18,1.11,8,323,67,2,8,0,1
894539,Private room in house ,4762495,Jennifer,,Roslindale,42.29090393,-71.13023771,Private room,90,2,53,8/27/18,0.89,2,252,68,2,2,0,1
916123,Historical 1 Bedroom Apt- ''One if by land!'',3637081,Jason Or Jose,,North End,42.36722286,-71.05736033,Entire home/apt,125,1,445,8/30/18,6.77,5,293,69,2,5,0,1
950046,Spacious Apartment in Jamaica Plain,5153431,Katie And Joe,,Jamaica Plain,42.31185272,-71.10926319,Entire home/apt,250,4,6,8/6/16,0.1,1,365,70,2,1,0,1
951480,[1246-2C]Elegant 2BRs - Fenway Area,25188,Seamless,,Fenway,42.34296742,-71.10251385,Entire home/apt,435,3,1,2/11/14,0.02,24,89,71,2,24,1,1
957224,Beautiful 3 BR with Great Location,4210157,Marian,,Jamaica Plain,42.31885965,-71.11451513,Entire home/apt,275,3,77,10/16/17,1.19,2,0,72,2,2,0,1
962610,Convenient Boston Hotel Alternative,4434391,Damon,,West Roxbury,42.29052559,-71.14105591,Entire home/apt,119,3,66,8/23/18,1.06,3,205,73,2,3,0,1
989163,"Victorian Dream Studio, South End",5430185,Laura,,South End,42.34285805,-71.07339305,Entire home/apt,170,60,27,8/22/18,0.44,7,272,74,2,7,0,1
990668,Auburn Bed/Bath Suite in  South End Penthouse,1651480,Edward,,South End,42.34145742,-71.0764061,Private room,157,2,192,9/8/18,2.98,5,4,75,2,5,0,1
1009275,Urban Treehouse,868067,Laura,,South Boston,42.33268667,-71.04535692,Private room,120,2,49,9/8/18,2.67,2,118,76,2,2,0,1
1030500,"Cozy apartment, free parking, quiet neighborhood",5670669,Kelly,,Jamaica Plain,42.29106052,-71.11593555,Entire home/apt,107,1,19,6/3/18,0.3,1,137,77,2,1,0,1
1038465,HANCOCK TOWER/COPLEY ROOM,85770,Robert,,South End,42.34643651,-71.07480756,Private room,140,2,223,9/3/18,3.37,4,73,78,2,4,0,1
1042420,"Easy access to Airport, Downtown, Seaport. Fenway",5715872,Joan And Charlotte,,East Boston,42.38362468,-71.02023226,Entire home/apt,170,2,82,8/9/18,1.29,1,347,79,2,1,0,1
1053924,Furnished Waterfront North End Condo with Elevator,5803565,Brian,,North End,42.36237056,-71.05154941,Entire home/apt,160,28,0,,,1,287,80,2,1,0,1
1055627,Spacious 1 bdrm in Beacon Hill ,4299002,Lauren,,Beacon Hill,42.36075556,-71.06399474,Entire home/apt,125,2,7,7/21/18,0.11,2,0,1,3,2,0,1
1058448,Private room in Boston,3920014,Patti And Javier,,Jamaica Plain,42.31217591,-71.10473244,Private room,80,1,20,6/12/18,0.3,1,201,2,3,1,0,1
1067184,Cozy apartment/lovely bedroom on quiet JP street,848706,Phyllis,,Jamaica Plain,42.30633269,-71.1190246,Entire home/apt,75,2,78,8/18/18,1.2,2,289,3,3,2,0,1
1071235,Cozy JP Studio-Great Location!,965697,Chris & Kristina,,Jamaica Plain,42.31747806,-71.10819474,Entire home/apt,90,2,274,9/6/18,4.21,2,304,4,3,2,0,1
1074406,Extremely Convenient & Clean Studio,778098,Kenny,,Fenway,42.34352163,-71.09613946,Entire home/apt,165,4,80,9/1/18,1.24,2,38,5,3,2,0,1
1077105,"Studio Apt. for Rent in South End, ",5927277,J,,South End,42.34021512,-71.07499794,Entire home/apt,176,1,0,,,1,136,6,3,1,0,1
1081386,Close to South End and Mass Ave,2871556,Denzil,,Roxbury,42.33092787,-71.07152243,Private room,70,5,117,8/23/18,1.81,1,40,7,3,1,0,1
1090413,Back Bay-Boston Center-Elegant Hse-Lge Rm-Pvt Bath,1984434,Irene,,Back Bay,42.34501592,-71.08030238,Private room,106,3,107,9/5/18,2.12,2,310,8,3,2,0,1
1090545,BackBay-Center Boston-Elegant Hse-Sunny Rm-Lge Bed,1984434,Irene,,Back Bay,42.34373293,-71.0822372,Private room,99,3,68,9/12/18,1.06,2,320,9,3,2,0,1
1092093,Duplex Penthouse in Longwood Area,26988,Anne,,Mission Hill,42.33285413,-71.10115049,Entire home/apt,95,5,23,2/15/18,0.36,11,323,10,3,11,1,1
1102623,Penthouse Bedroom on Freedom Trail,5622624,Ashley,,Charlestown,42.37475773,-71.05941798,Entire home/apt,125,4,85,8/29/18,1.77,1,9,11,3,1,0,1
1109224,4 bedroom Victorian Condo unit,1531239,Lita,,Jamaica Plain,42.32051086,-71.11215759,Entire home/apt,439,2,61,8/1/18,1,1,298,12,3,1,0,1
1112067,warm and Cozy,6103425,Steve,,Dorchester,42.30453932,-71.06103578,Private room,61,1,167,5/25/18,2.56,5,260,13,3,5,0,1
1112193,"Warm and Cozy, Room B",6103425,Steve,,Dorchester,42.29887615,-71.06489096,Private room,65,1,222,9/8/18,3.43,5,331,14,3,5,0,1
1115394,A comfy room in the hills of JP,884747,Meg,,Jamaica Plain,42.31000894,-71.10176365,Private room,91,2,227,8/23/18,3.64,2,48,15,3,2,0,1
1128894,Victorian charm in the city,6103425,Steve,,Dorchester,42.3012617,-71.06280792,Private room,60,1,157,8/27/18,2.58,5,339,16,3,5,0,1
1136972,Boston Room/Free Transit/ By Subway,1480518,Lisa,,Jamaica Plain,42.29444215,-71.11994538,Private room,60,1,344,6/20/17,5.36,5,0,17,3,5,0,1
1141522,"5min to Downtown Boston, walk to T",1407005,Izzy & Cesar,,East Boston,42.37751972,-71.03418118,Private room,115,1,420,8/26/18,6.47,4,77,18,3,4,0,1
1143345,"[2035-2C] New, Luxury 2BR Apartments -Seaport Area",25188,Seamless,,South Boston Waterfront,42.34887715,-71.03886052,Entire home/apt,309,30,1,6/19/15,0.03,24,365,19,3,24,1,1
1147871,Room in Boston Fantastic Location,1407005,Izzy & Cesar,,East Boston,42.37761184,-71.03519758,Private room,105,1,423,8/29/18,6.53,4,74,20,3,4,0,1
1167987,Long-term Rental: Single Room/Sh Bath/No Cooking,7969,Carolyn,,Roslindale,42.29316707,-71.13015649,Private room,26,90,8,6/7/18,0.14,2,256,21,3,2,0,1
1170157,Contemporary Fort Hill Condo,5243773,Chad,,Roxbury,42.32476933,-71.09475988,Entire home/apt,135,2,8,8/12/18,0.12,2,0,22,3,2,0,1
1171578, Private Room in a One Family House,3765817,Frank,,Brighton,42.35383952,-71.16794709,Private room,99,1,206,9/12/18,3.35,1,353,23,3,1,0,1
1175376,Renovated in So End|Balcony|Fun Area| 2BR 1BA #2,1444340,Will,,Roxbury,42.33903881,-71.0810442,Entire home/apt,275,2,84,8/23/18,1.32,32,0,24,3,32,1,1
1178106,Cozy Room in Great Location Boston,1407005,Izzy & Cesar,,East Boston,42.37668853,-71.03428152,Private room,99,1,415,8/29/18,6.42,4,72,25,3,4,0,1
1178162,Private Room in Great Location Boston,1407005,Izzy & Cesar,,East Boston,42.37779634,-71.03466633,Private room,100,1,385,8/29/18,5.94,4,81,26,3,4,0,1
1183032,"Charming South End, Boston Condo",6471589,Mary Kate,,South End,42.3412203,-71.07532969,Entire home/apt,150,7,31,8/20/18,0.5,1,0,27,3,1,0,1
1187188,Entire loft in Boston,2238969,Kenji,,Jamaica Plain,42.30692772,-71.10789386,Entire home/apt,130,3,23,8/6/18,0.43,1,335,28,3,1,0,1
1197857,19th Century on Tremont | Modern Unit 1BR 1BA #6,1444340,Will,,Roxbury,42.33852368,-71.07984588,Entire home/apt,167,2,102,8/26/18,1.6,32,160,29,3,32,1,1
1198779,"Ocean view,ideal for event atendees",6549153,Alfredo,,South Boston,42.33138926,-71.04268168,Private room,89,1,34,7/6/15,0.53,1,0,30,3,1,0,1
1200502,Charming Garden Studio In South End,6557340,Karoline,,South End,42.33843449,-71.07684759,Entire home/apt,165,2,74,9/7/18,1.23,1,243,31,3,1,0,1
1204755,Bright Artist Loft,499127,Sarah,,Roxbury,42.33311251,-71.07493728,Entire home/apt,200,3,16,7/17/18,0.26,1,75,32,3,1,0,1
1214214,Breathtaking downtown arty condo,2021429,Harriet,,South End,42.34293633,-71.07345338,Entire home/apt,450,7,1,9/12/15,0.03,1,364,33,3,1,0,1
1220971,Boston Huge 1BR Best location (h2b),5578043,Dror,,North End,42.36509661,-71.053646,Entire home/apt,139,2,118,9/1/18,2.08,9,296,34,3,9,0,1
1222327,"Cozy, 2 bedroom near medical area!",6668129,Chuck,,Jamaica Plain,42.32473174,-71.10791788,Entire home/apt,178,5,7,8/3/18,0.17,1,39,35,3,1,0,1
1240598,"Downtown Studio, Historic Theater District",2356643,Voyage,,Downtown,42.35257069,-71.06360431,Entire home/apt,145,2,139,9/2/18,2.17,12,142,36,3,12,1,1
1252289,South End brownstone private room,1462158,Chris & Claire,,South End,42.33533589,-71.07425652,Private room,99,3,111,9/28/17,1.75,1,0,37,3,1,0,1
1252489,Beacon Hill 1-Bed,6824319,Samantha,,Beacon Hill,42.3610482,-71.06593422,Entire home/apt,200,2,65,8/28/17,1.02,1,0,38,3,1,0,1
